사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec.22,8호선,2825,신흥,6,0,3403,349,6338,2263,16263,3862,21389,7432,11626,4504,7690,5187,7496,5662,7956,7422,7915,9500,7774,9101,8618,10666,10320,11544,10668,13702,8943,20186,5014,16423,4271,9790,3520,8770,2148,7932,1067,4961,224,1405,0,159,0,0,0,0
Dec.22,8호선,2826,수진,8,1,4004,632,6814,2823,15597,3715,23591,12037,12414,6317,8885,5948,8459,6119,9796,6384,8843,8007,7401,7780,9099,9415,11513,10146,10996,11569,8814,15929,5261,12211,4039,8091,3151,8137,2228,7116,1009,4945,246,1293,4,189,0,0,0,0
Dec.22,8호선,2827,모란,18,0,2342,461,2831,3175,8146,4334,11848,9253,7035,5341,6096,5567,7132,6337,8780,6864,9142,7023,9576,6498,10731,7094,12755,7986,11557,8619,11481,11029,6319,6737,4824,4400,4715,4454,4267,3704,2464,2389,642,1816,0,410,0,6,0,0
Dec.22,8호선,2828,남위례,0,0,1058,714,5120,3097,16411,6581,21242,21492,11703,11004,8369,6210,7994,5830,8803,6833,8580,7586,8297,7715,9814,8965,11598,11374,15873,14759,16972,20774,7036,15868,5769,9098,6156,9000,4588,8562,2180,5637,611,1951,8,30,0,0,0,0
Dec.22,9호선,4101,개화,5,0,1651,100,6963,2484,15229,3271,9965,4523,3894,2588,2784,1767,2307,1946,2156,1791,2198,1872,2499,1890,2760,2517,4307,2239,5580,3376,5685,5995,2492,5339,1744,2933,1443,2027,400,1965,274,1181,86,660,10,97,0,2,0,0
Dec.22,9호선,4102,김포공항,3,0,1078,1806,2713,13195,6744,18701,9699,20495,7513,17329,7878,22569,11169,23410,12048,23843,13954,23836,16567,22937,18769,20929,18255,25744,21090,29154,23258,28959,16642,18269,14281,7419,12976,4537,12173,3410,3397,2322,147,1519,1,60,0,0,0,0
Dec.22,9호선,4103,공항시장,3,0,3385,224,4378,1170,9982,2042,11380,4028,6582,3181,4717,2957,4350,3262,5108,3839,4629,4370,4415,4093,4356,5214,4811,6762,4955,8191,4288,11187,2890,10243,2674,6467,2150,5866,1586,5555,870,4155,175,1709,2,24,0,0,0,0
Dec.22,9호선,4104,신방화,5,0,4765,667,11108,2580,28131,4934,29156,12001,15746,6557,11394,5774,10613,6778,11478,7868,10630,8481,9564,8903,10230,11731,11183,13099,10204,15647,10656,25334,5812,21563,4766,12823,3746,11901,2754,11327,1095,7804,213,2666,1,34,0,3,0,0
Dec.22,9호선,4105,마곡나루(서울식물원),3,0,4149,1155,10177,7993,29904,19318,32633,50609,15617,22985,12112,13859,13046,12476,15090,12452,15861,13675,16358,14171,18753,14694,22697,17220,38296,27330,43772,37916,20049,30776,18099,17524,18470,15663,16536,15594,7833,10844,1182,4290,15,191,0,0,0,0
Dec.22,9호선,4106,양천향교,16,0,4495,1010,9816,6967,30593,11174,32837,40961,15037,16945,12339,9084,12402,8080,13897,9698,13034,9574,12751,10727,14370,11148,16219,13113,23550,19545,32835,27929,11194,25859,7544,16690,6734,14607,4806,15305,2266,10623,392,3693,3,38,0,0,0,0
Dec.22,9호선,4107,가양,51,2,15186,1480,25427,9125,73301,26859,80212,52151,44891,29327,33034,19543,32357,19636,34732,21854,32211,25000,29482,26763,30893,31221,36665,38455,44775,46675,49318,69980,21438,60587,15315,36225,13899,36384,10401,32824,3909,20639,574,7074,6,316,0,2,0,0
Dec.22,9호선,4108,증미,3,0,2583,692,8356,3818,22025,9333,25613,34387,12492,11635,8985,5806,8808,4938,8715,5915,8325,6770,8041,6599,8447,8460,10797,9120,17544,11253,28906,19951,7291,16015,4560,8778,3708,8512,2368,8203,938,6022,159,1657,1,36,0,0,0,0
Dec.22,9호선,4109,등촌,17,0,5391,781,15048,3445,44563,6879,58871,18317,25050,12670,18502,9379,16987,10588,17360,13133,16729,13600,15350,14762,15781,18253,17487,21117,17892,27464,20539,43383,9410,36960,7209,21540,6178,17286,5028,17089,2219,12223,403,3526,5,85,0,0,0,0
Dec.22,9호선,4110,염창,3,0,11558,650,27015,4820,76752,8642,87905,20906,47955,11788,30618,10538,25894,11785,26944,15101,23982,16708,20933,19162,20531,24963,22776,31132,25572,44200,26700,72206,13459,62514,10209,40152,9187,35366,7165,35289,3148,23909,566,6266,11,987,0,0,0,0
Dec.22,9호선,4111,신목동,3,0,1971,303,5742,2414,19978,3295,20630,5407,9835,2844,6636,2743,6394,2988,5804,3244,5363,4455,5317,4437,5203,4980,7124,6844,7245,9131,5695,13995,2683,11179,1906,6701,1793,7487,1545,7038,603,3861,170,1729,5,129,0,0,0,0
Dec.22,9호선,4112,선유도,0,0,1859,1301,5870,4396,21477,14706,26956,42917,12877,18830,8858,7951,9689,7881,10656,7210,9931,8683,9878,8158,10566,9105,14116,10593,27355,13956,37910,22073,13137,16145,7542,9608,6468,9331,4996,8557,2035,5444,357,2002,2,37,0,0,0,0
Dec.22,9호선,4113,당산,62,0,8284,1408,17869,6714,52978,15413,63812,42968,37525,23063,27662,17041,27798,19017,29544,20877,28669,23216,27569,24313,27953,27764,31709,33213,39019,50394,49686,69080,25175,52043,21720,34143,20917,34281,18976,33743,9424,22937,1516,6109,26,432,0,9,0,0
Dec.22,9호선,4114,국회의사당,1,0,828,1907,1737,8868,4353,43709,6942,147098,5992,78936,8221,27819,13410,22132,16375,19682,19745,21342,24832,16833,26406,12799,37229,12300,78631,14775,105931,15977,36737,8429,25706,5146,25854,4397,16297,3751,5630,2363,1061,642,131,10,0,0,0,0
Dec.22,9호선,4115,여의도,29,0,2568,2502,4094,24308,8336,132168,10946,177326,10647,79234,14723,42696,22041,41963,24932,40617,32561,42807,41036,37334,53319,34915,75086,33872,165006,35601,159398,36871,78773,19405,71141,9439,57580,8851,33827,7886,12006,4636,1568,2008,17,276,0,0,0,0
Dec.22,9호선,4116,샛강,2,0,917,1019,2307,3997,4418,14989,6437,38264,4796,14847,4871,9032,6106,8439,6601,7366,7789,7218,8618,7536,10032,6841,12809,8018,22379,11872,32547,14472,12267,7558,10564,4530,11381,3683,8326,3541,4290,2237,919,914,10,20,0,0,0,0
Dec.22,9호선,4117,노량진,276,0,15528,1847,24625,12028,64690,30813,94150,57592,53911,36324,34533,26351,33718,29494,37909,37169,42220,39487,37696,34986,39441,40137,45006,50294,54034,69598,55626,103787,33557,62541,35155,42409,43486,41765,45929,40043,17275,25039,1591,6064,12,99,0,24,1,1
Dec.22,9호선,4118,노들,13,0,3731,261,5873,1579,16472,2446,22237,4125,13042,3378,8941,3655,7436,3519,7561,4345,7670,4789,6547,5295,6094,7308,7000,8620,7172,10520,6356,16480,3469,11294,2894,7428,2332,7682,1803,6928,766,4466,200,1266,12,28,0,0,0,0
Dec.22,9호선,4119,흑석(중앙대입구),20,2,3030,1401,5314,7105,14738,12612,20441,23147,13922,15819,12457,15281,13340,12615,14719,13858,14600,14583,15688,13556,18419,14027,22444,15910,25906,19326,19641,28321,11203,18061,10152,12638,9905,10937,9220,10393,4837,6840,949,1989,10,81,0,0,0,0
Dec.22,9호선,4120,동작(현충원),3,0,827,159,1309,1392,4659,1519,5637,2856,3661,2041,2507,1690,2542,1618,3048,1632,2666,1796,2505,1857,2552,1876,3541,2159,3492,2624,3583,3796,1837,2494,1285,1524,1392,1665,994,1864,495,1343,105,755,5,303,0,0,0,0
Dec.22,9호선,4121,구반포,1,0,183,193,586,1964,1258,2729,2050,4503,1369,3753,1262,2102,1421,1915,1838,2061,1998,1841,2098,1490,2500,1881,3102,2354,4718,2811,4451,3221,2213,1552,1847,693,1942,806,980,748,216,475,29,236,0,10,0,0,0,0
Dec.22,9호선,4122,신반포,1,0,564,899,2143,12645,5456,7475,8473,9503,6073,6085,4797,5103,4643,4036,5549,4312,5527,5849,6036,5414,8457,5857,14260,5801,14248,6320,9393,8999,5005,5973,3261,3643,3068,3701,2099,4055,803,2393,205,577,1,16,0,0,0,0
Dec.22,9호선,4123,고속터미널,13,1,2152,1322,5153,14853,15273,18132,21991,28124,19458,31107,18163,36577,20913,39291,23926,39564,26635,41989,29810,43433,34315,45484,38399,48901,40273,49628,37813,54720,31274,35539,27809,23586,20602,22301,16738,17493,6236,10122,817,1874,5,39,0,0,0,0
Dec.22,9호선,4124,사평,0,0,875,140,2734,1600,10370,4655,14379,8026,8901,3751,6637,3418,6222,4013,6330,4805,6362,5547,5938,5985,6373,6398,8695,7783,8789,9726,8235,11779,4791,9161,2978,6016,2267,6215,2068,6347,721,3235,146,1027,0,16,0,0,0,0
Dec.22,9호선,4125,신논현,21,0,4534,1240,12958,13128,30516,36408,42390,82621,30510,94080,28312,53315,33248,44375,40467,44357,43544,48597,46196,47525,54278,47156,65979,56920,85037,74595,104656,104346,74289,60430,58189,31800,66234,28224,64348,23863,34912,14844,5591,3515,39,692,0,9,0,0
Dec.22,공항철도 1호선,4201,서울역,242,0,3199,1253,3001,12209,11146,19545,14722,26581,13139,24410,14583,18110,18017,19165,20867,20699,22603,19749,17877,15797,24462,17481,28528,19462,33544,21406,34733,22622,25984,18605,20628,13070,22533,11103,16982,8467,10019,3635,170,2594,0,3,0,0,0,0
Dec.22,공항철도 1호선,4202,공덕,60,0,1597,130,2553,1705,6033,3984,6280,11052,3761,5873,3016,3758,3277,4036,3342,4161,3348,4440,3049,4113,3260,4822,4309,6088,6196,9505,8944,13950,4308,8636,3709,4979,3711,4749,3204,4723,1652,3260,105,1665,0,0,0,0,0,0
Dec.22,공항철도 1호선,4203,홍대입구,160,12,4432,318,5483,3356,9728,9314,13287,23406,10827,24415,11660,21453,13250,24498,15127,29444,17114,30945,19293,27498,23000,27606,29718,30083,36694,33301,38614,41400,31149,26828,29762,14384,34759,11524,33350,10362,15695,7637,1403,2528,1,1,0,0,0,0
Dec.22,공항철도 1호선,4204,디지털미디어시티,134,0,3476,923,7328,7324,18713,29488,19824,92661,12071,42234,9348,16137,10220,12255,11376,12542,12929,13067,13077,11202,16093,10984,21444,12743,50026,19288,87883,26651,33075,17624,20523,10319,19023,9053,15260,9248,7519,5819,901,2889,0,4,0,0,0,0
Dec.22,공항철도 1호선,4206,마곡나루(서울식물원),7,0,2248,833,4636,11232,13610,27418,15929,67251,8139,29237,5416,11794,7216,6346,8250,7209,7649,8743,7949,7549,11143,7168,20857,7881,51943,12114,47494,17307,16516,11570,10570,6824,10987,6423,9951,7018,2445,4260,361,2609,0,0,0,0,0,0
Dec.22,공항철도 1호선,4207,김포공항,30,0,2319,1908,3860,11521,6762,21812,14793,18765,13176,10943,15999,11939,20849,12047,19250,12711,22245,11642,24705,10151,21747,9509,18720,11826,25901,13331,31224,11957,19726,7729,16973,3525,19767,2128,20712,1849,5893,1136,197,865,3,33,0,0,0,0
Dec.22,공항철도 1호선,4208,계양,20,0,10593,909,30096,3300,69560,4413,57396,6505,31801,5511,22027,4483,18755,5218,17511,6603,14662,9331,12591,11270,12189,14344,14686,20228,13992,29246,10442,49735,5579,49564,4258,28719,3373,27033,2422,26667,1217,16753,199,5800,0,0,0,0,0,0
Dec.22,공항철도 1호선,4209,검암,613,5,6916,497,13666,2286,34915,7783,24752,15700,13053,5110,9421,3642,9712,3851,9082,4497,8109,5180,7153,5990,7178,7001,8852,10191,9985,13569,12761,23214,4488,25312,3675,13925,3091,12348,2413,12255,1183,10174,170,5279,0,0,0,0,0,0
Dec.22,공항철도 1호선,4210,청라국제도시,74,0,4755,121,16500,5228,30768,7797,20124,18480,11750,5668,9412,3490,9986,3255,9072,4974,8095,5722,7790,6011,8621,6711,11245,9751,15920,14510,20380,21617,5824,24290,3811,13404,3340,12882,2971,14819,1021,9215,185,3988,0,0,0,0,0,0
Dec.22,공항철도 1호선,4211,운서,56,2,11137,662,18828,6920,29620,11413,26963,12780,13452,10725,13555,5482,15276,6319,15423,7581,12491,8985,11496,11073,12147,12512,15283,15491,16989,21423,14221,31150,7632,23694,6734,20388,6843,19078,5554,18332,2527,14920,289,5211,0,2,0,0,0,0
Dec.22,공항철도 1호선,4212,공항화물청사,1,0,558,634,1194,6722,2034,12914,2429,22543,1808,3305,806,1785,897,2589,1166,2609,1306,1308,2053,1088,3010,841,5807,1336,10497,1886,16856,1036,3921,1124,2587,1632,2561,929,2396,412,576,197,15,97,1,1,0,0,0,0
Dec.22,공항철도 1호선,4213,인천공항1터미널,0,0,5626,6747,10434,16601,12750,31718,16976,28607,16002,18416,10519,16800,13375,19584,16724,26822,17151,21081,22614,20691,26312,17673,25926,18483,27628,20769,29235,14356,23149,11993,21601,8869,17237,8021,18962,4726,11249,4924,33,4502,1,4,0,0,0,0
Dec.22,공항철도 1호선,4215,인천공항2터미널,0,0,3098,2768,4651,8413,5613,14040,6765,15675,6084,6673,4426,4866,2789,7979,3500,9365,3521,5627,6120,5285,9588,6160,10107,5834,14211,8612,18195,4247,9669,1888,8172,1795,7870,1987,3201,1044,783,864,7,1032,0,0,0,0,0,0
Dec.22,공항철도 1호선,4217,영종,6,0,3009,96,10191,1819,14348,3147,10318,3787,8664,2531,7665,2282,7266,3570,7262,4093,5892,3676,5549,5344,5826,7025,6765,8081,6582,8740,4481,12699,2637,14009,2185,7363,1980,8629,1427,7322,731,6697,139,2397,0,0,0,0,0,0
Dec.22,9호선2~3단계,4126,언주,1,0,1118,1342,2724,10035,6512,21439,10565,64231,9619,47912,9601,25261,11503,14282,13354,12973,14151,15195,15810,12891,19546,12870,25282,13268,44064,15527,58342,17435,27473,11841,16726,7364,14093,7277,11263,5351,4346,3964,703,1362,2,77,0,0,0,0
Dec.22,9호선2~3단계,4127,선정릉,0,0,956,1205,3687,6835,7749,17580,9407,61871,8131,48320,7117,22248,8164,14589,9999,12325,11250,12891,13106,11803,14678,10829,18832,11856,32388,14314,53692,15374,27448,11232,14805,7038,13491,6857,11485,6611,4280,3999,822,1518,0,32,0,0,0,0
Dec.22,9호선2~3단계,4128,삼성중앙,0,0,847,607,2863,4143,5709,15264,7446,44457,6596,32714,6009,13887,6856,8763,8102,8456,9064,9230,10106,8129,11382,8384,15177,9608,26166,12375,41395,16508,18521,9363,11819,5667,11038,5229,8155,4373,3498,3174,702,988,5,16,0,0,0,0
Dec.22,9호선2~3단계,4129,봉은사,3,0,1559,1707,5420,13023,8693,35849,10454,105983,9212,79136,10746,46305,16830,44054,22602,41863,27921,42294,34167,40770,42873,36926,55229,33404,79135,37109,104695,31551,57132,18564,44203,9675,41272,8516,29581,6806,8551,4013,1708,1033,76,18,0,0,0,0
Dec.22,9호선2~3단계,4130,종합운동장,7,0,1185,285,3096,1877,9081,5035,11250,11538,8329,8790,5990,5328,5848,5322,6042,6016,6415,6947,6794,7225,7093,7811,9789,9690,11748,14395,13693,17777,7531,11312,7434,6274,13239,6443,7670,6122,5949,3839,1220,1087,7,24,0,0,0,0
Dec.22,9호선2~3단계,4131,삼전,8,0,4699,464,6945,2269,20361,4266,33893,11837,21139,7840,12261,5960,10119,6170,10249,7435,10213,7973,9254,8700,9437,9908,10938,11842,12713,17514,14719,27691,7501,21082,5993,14016,5505,13577,4325,12412,1777,7808,321,2764,2,505,0,0,0,0
Dec.22,9호선2~3단계,4132,석촌고분,2,0,2592,463,5565,2290,16570,5190,29614,15530,18741,10179,10669,6704,9728,6227,10011,6973,9588,8183,8865,7901,9190,10085,11704,10918,13408,14923,16322,25057,7551,18563,5829,12472,5078,11698,3952,10596,1616,7074,274,2401,5,20,0,0,0,0
Dec.22,9호선2~3단계,4133,석촌,2,0,2827,477,9052,2595,22640,5205,32175,12011,22798,11835,14320,8627,12931,9454,13711,10425,13849,11620,13397,11659,13828,11972,16096,15451,18365,20555,18426,29471,11597,23327,9773,13550,10154,13424,9219,14031,3738,8509,602,2602,13,28,0,0,0,0
Dec.22,9호선2~3단계,4134,송파나루,2,0,1903,296,4034,2377,12044,3121,18896,12082,11645,8516,7285,5989,6697,8587,7282,9904,8162,10336,8388,9489,8934,9487,9896,13764,11762,17873,15426,24244,8845,18103,8141,8177,9022,7600,7114,6971,2969,4761,503,1879,0,26,0,0,0,0
Dec.22,9호선2~3단계,4135,한성백제,0,0,1121,261,2744,1260,6809,1911,9312,6094,5790,4741,4126,3229,3825,3099,4032,3244,4378,3501,4267,3622,4817,3536,5339,4231,6286,5716,7946,8078,3135,6402,2950,3784,2693,3589,1815,3433,746,2324,135,934,10,7,0,1,0,0
Dec.22,9호선2~3단계,4136,올림픽공원(한국체대),1,3,8078,675,7288,4204,14824,5697,19252,15336,13493,9193,9456,8446,8992,8538,9976,10819,9686,14344,9442,15008,10795,17965,14572,24843,19574,29624,18042,31977,9205,24922,27141,12900,20846,13717,23205,14378,11146,8826,227,2134,3,41,0,7,0,0
Dec.22,9호선2~3단계,4137,둔촌오륜,0,0,595,282,1172,2160,3265,3036,4149,2409,2759,1114,1670,982,1437,1091,1556,1042,1660,1139,2089,1210,2036,1413,3415,1841,2907,3271,2776,3445,1025,2538,692,1527,579,1590,359,1594,155,847,43,316,0,38,0,1,0,0
Dec.22,9호선2~3단계,4138,중앙보훈병원,0,0,3049,626,15332,8068,43125,11949,46297,19476,29116,13164,20306,13652,18422,9183,16422,10900,12630,14253,17386,11964,18630,12535,18949,12972,20800,19259,14481,33066,5920,26132,4434,15101,3816,15681,2742,15283,976,9398,164,2416,2,246,0,5,0,0
Dec.22,우이신설선,4701,북한산우이,4,0,1254,456,2950,1176,8998,2134,9465,5409,5719,6612,4185,7141,4676,7077,5856,5895,6306,4642,7126,4304,7248,4166,6339,4432,5394,4943,3917,5754,2546,4995,1949,3420,1727,2917,997,2259,449,1442,171,585,2,51,0,2,0,0
Dec.22,우이신설선,4702,솔밭공원,15,0,1655,217,3919,880,10541,1476,10567,2804,6966,2429,5035,2248,4499,2469,4634,3105,4142,3544,3896,3842,3813,4492,3776,5070,2857,5500,2391,7335,1630,7261,1034,4804,832,3929,652,3495,365,2462,40,845,0,11,0,5,0,0
Dec.22,우이신설선,4703,4.19민주묘지,0,0,1287,278,3156,788,9113,1594,9586,7414,6326,5191,5321,5644,5668,7331,6249,5548,6518,5822,6863,5848,6853,4966,7784,5527,7989,6019,4823,7529,3011,7537,2241,4426,1748,4266,1225,3473,501,2526,137,769,6,13,0,6,0,0
Dec.22,우이신설선,4704,가오리,6,0,2408,244,5895,1253,17324,2291,17689,5551,11491,3814,8284,3894,7960,4439,7342,5227,6926,5654,6361,6284,5669,7766,5503,9684,6116,10135,4463,13511,2919,12597,2001,7949,1472,7018,1222,5948,500,3946,139,1107,2,20,0,4,0,0
Dec.22,우이신설선,4705,화계,2,1,1882,464,4205,1324,13922,2004,14120,4910,9065,4289,6673,4203,6636,4025,7187,4667,6355,4895,5453,4953,5173,5672,5375,6774,4332,7356,3918,10316,2744,9467,1700,5566,1223,4981,902,4356,480,2784,120,924,8,10,0,0,0,0
Dec.22,우이신설선,4706,삼양,3,0,1095,410,2576,893,6878,1340,7927,3455,5157,2539,3796,2547,3639,2533,3767,3089,3506,3396,3194,3658,2998,4549,3384,4932,2887,4727,2578,6047,1586,5716,1207,3235,752,3134,541,2682,274,1445,64,458,4,10,0,0,0,0
Dec.22,우이신설선,4707,삼양사거리,4,1,1109,292,2762,1208,7755,1995,9306,3829,6381,2998,4827,3016,4483,3377,4979,3802,4797,4194,4119,4649,3954,5602,3985,5685,3928,6041,3307,7343,2374,6541,1821,3827,1417,3280,943,2742,413,1726,133,543,0,4,0,0,0,0
Dec.22,우이신설선,4708,솔샘,0,0,3062,263,9935,1598,29867,3669,29070,4702,17189,3270,11745,3449,9769,4049,9835,5140,8996,5780,7439,7078,7198,9168,7617,11407,6986,14376,5383,22736,3104,20578,2223,12228,1576,11589,1408,10295,538,6687,124,2337,3,28,0,0,0,0
Dec.22,우이신설선,4709,북한산보국문,2,2,2305,528,6902,2135,20778,4889,22939,9899,16836,7143,12035,5761,11454,5614,11216,6759,11118,7173,10311,8151,9442,9751,11709,12141,11777,14857,10434,20292,5317,17900,4323,11524,3627,10573,2589,9693,1468,6597,443,1959,1,27,0,0,0,0
Dec.22,우이신설선,4710,정릉,0,0,1945,462,5250,1625,15039,3345,15495,7364,12704,5097,9433,4280,8753,4804,9213,5520,8814,5960,8083,6724,7601,8371,8148,10078,8799,11606,8130,16379,4304,12651,2724,7991,2592,7131,1986,6278,957,3802,279,1123,1,15,0,0,0,0
Dec.22,우이신설선,4711,성신여대입구(돈암),1,0,707,393,1073,1233,3743,3716,6994,10250,4820,7850,4364,6556,4719,6893,5679,7069,6163,7824,6443,7778,6764,7669,7808,8340,8165,9843,9238,12304,6081,7704,5815,4475,6817,3480,5960,2754,2804,1899,649,592,7,10,0,0,0,0
Dec.22,우이신설선,4712,보문,6,0,474,161,917,1205,1964,3151,3940,4933,3195,3225,2554,2466,2567,2344,2915,2350,2952,2586,2950,2449,3242,2747,3521,2947,3862,3295,4067,3708,2352,2587,1788,1815,1561,1741,1068,1654,526,1104,116,331,2,4,0,3,0,0
Dec.22,우이신설선,4713,신설동,73,2,741,835,933,2169,1377,4929,2332,12051,1782,8876,2033,5071,2808,3847,3104,3783,3192,4010,3886,2947,5184,2280,6409,2326,7715,2186,9419,1950,4369,1154,3100,923,2835,853,1882,1091,784,542,169,375,7,80,0,2,0,0
Dec.22,신림선,4401,샛강,0,0,350,572,693,2897,1084,10644,2205,26420,1701,9812,1398,3678,1653,2888,1712,2812,2189,2964,2556,2789,3587,2578,4207,2930,9898,3282,16915,4646,5329,2360,3785,1246,3792,1167,3150,838,1241,539,467,259,6,46,0,0,0,0
Dec.22,신림선,4402,대방,27,0,1151,229,1615,1095,4902,2315,9121,5168,4880,3001,3651,2194,3623,2385,4271,2757,4564,3103,4275,2772,4462,2920,4466,3739,5997,4685,5891,6864,3193,3919,3414,2969,3334,3028,2348,2824,1025,2009,176,655,4,59,0,0,0,0
Dec.22,신림선,4403,서울지방병무청,0,0,677,311,2305,971,7934,2311,11546,5215,6799,2925,5229,2390,4351,2535,4565,3540,4207,3837,4033,4410,4000,5211,4367,5770,4550,7495,4379,10543,2163,7508,1760,4927,1498,4893,987,4607,426,3057,91,1107,3,14,0,0,0,0
Dec.22,신림선,4404,보라매,0,0,1001,285,2088,1184,6801,3906,12128,12142,6918,4020,4891,3032,4678,3309,5391,3828,5217,3766,5116,3846,6082,4572,7119,4971,6773,6959,10744,10936,4264,7706,3699,4661,3181,4163,2760,4019,1605,2818,365,1052,2,27,0,0,0,0
Dec.22,신림선,4405,보라매공원,1,0,311,316,1412,1113,4637,2967,5654,7953,3706,2815,2631,2016,2920,2015,3095,2583,2826,2758,3195,3032,3602,3054,3840,3229,4178,3928,5795,5691,1882,4106,1407,2542,1012,2590,836,2213,263,1545,62,491,1,12,0,0,0,0
Dec.22,신림선,4406,보라매병원,6,0,744,594,1936,3751,5938,15194,7855,49398,8261,22039,8972,11525,9840,7782,8954,8590,9125,11034,11919,10385,13391,7768,13665,7977,25520,8224,35891,10762,9912,7237,7471,4298,5169,3939,3331,3031,1204,1843,168,673,0,8,0,0,0,0
Dec.22,신림선,4407,당곡,0,0,1508,136,3786,999,11100,3038,16559,7774,10619,5161,6539,4311,6146,4371,6863,4929,6734,5509,6656,6095,6668,7212,7056,8271,8395,10091,8826,16140,4871,12007,4367,7024,3073,6321,2355,5888,1147,3986,243,1388,5,18,0,0,0,0
Dec.22,신림선,4408,신림,0,0,748,126,1234,592,3423,1109,6982,2426,3568,2622,2333,2449,2379,2839,2634,3188,2627,3507,2805,4043,2832,4590,2991,4484,3248,6169,3432,10378,2338,6837,1886,3779,1838,3563,1457,2911,835,2053,332,758,2,13,0,0,0,0
Dec.22,신림선,4409,서원,4,0,1975,100,3656,781,11960,1114,19340,1817,10960,1626,6351,1831,5096,2099,5165,2540,4793,2946,4322,3391,3910,4779,4130,5434,4037,6922,3723,11009,2208,10406,1375,6573,1160,6144,1069,6181,460,4480,101,1762,0,36,0,0,0,0
Dec.22,신림선,4410,서울대벤처타운,3,0,4484,155,7312,2354,23275,4685,35056,7628,20770,6924,13985,6340,12741,6610,14118,8666,14143,9245,12503,10602,12118,12992,13103,16751,14581,18785,13516,29370,7307,23873,5267,14981,4589,14057,4122,14073,1626,10310,380,5045,8,194,0,0,0,0
Dec.22,신림선,4411,관악산(서울대),0,1,579,339,1388,1029,4494,3064,5205,8218,3296,8594,3154,7626,3817,4689,4724,4148,5568,4378,6423,3979,7109,3360,6723,2464,6242,2824,4827,3943,1686,3190,1261,2206,1134,1810,1291,2078,399,1410,137,753,2,65,0,0,0,0
